country,hazard,rp,income_cat,fa,v
Albania,earthquake,1.0,nonpoor,0.0022585582045691805,0.3849999999999998
Albania,earthquake,1.0,poor,0.0022585582045691805,0.5660000000000002
Albania,earthquake,20.0,nonpoor,0.007290406702505896,0.3849999999999998
Albania,earthquake,20.0,poor,0.007290406702505896,0.5660000000000002
Albania,earthquake,50.0,nonpoor,0.015447288224480056,0.3849999999999998
Albania,earthquake,50.0,poor,0.015447288224480056,0.5660000000000002
Albania,earthquake,100.0,nonpoor,0.02666041575397464,0.3849999999999998
Albania,earthquake,100.0,poor,0.02666041575397464,0.5660000000000002
Albania,earthquake,250.0,nonpoor,0.05283881046743971,0.3849999999999998
Albania,earthquake,250.0,poor,0.05283881046743971,0.5660000000000002
Albania,earthquake,500.0,nonpoor,0.08453977064100564,0.3849999999999998
Albania,earthquake,500.0,poor,0.08453977064100564,0.5660000000000002
Albania,earthquake,1000.0,nonpoor,0.12877457014943014,0.3849999999999998
Albania,earthquake,1000.0,poor,0.12877457014943014,0.5660000000000002
Albania,earthquake,1500.0,nonpoor,0.16124379174010847,0.3849999999999998
Albania,earthquake,1500.0,poor,0.16124379174010847,0.5660000000000002
Albania,earthquake,2000.0,nonpoor,1.1337572862718386e-15,0.3849999999999998
Albania,earthquake,2000.0,poor,1.1337572862718386e-15,0.5660000000000002
Albania,flood,1.0,nonpoor,0.000623790955332558,0.3849999999999998
Albania,flood,1.0,poor,0.0005695189391808711,0.5660000000000002
Albania,flood,20.0,nonpoor,0.013618621128846613,0.3849999999999998
Albania,flood,20.0,poor,0.012433752993856692,0.5660000000000002
Albania,flood,50.0,nonpoor,0.03044944997362832,0.3849999999999998
Albania,flood,50.0,poor,0.02780024028783266,0.5660000000000002
Albania,flood,100.0,nonpoor,0.036788941268513314,0.3849999999999998
Albania,flood,100.0,poor,0.03358817345092965,0.5660000000000002
Albania,flood,250.0,nonpoor,0.06483705990637789,0.3849999999999998
Albania,flood,250.0,poor,0.05919600670997356,0.5660000000000002
Albania,flood,500.0,nonpoor,0.07575367469858818,0.3849999999999998
Albania,flood,500.0,poor,0.06916283746113643,0.5660000000000002
Albania,flood,1000.0,nonpoor,0.08828975251349885,0.3849999999999998
Albania,flood,1000.0,poor,0.0806082322325796,0.5660000000000002
Albania,flood,1500.0,nonpoor,0.094334916543795,0.3849999999999998
Albania,flood,1500.0,poor,0.08612744564258029,0.5660000000000002
Albania,flood,2000.0,nonpoor,5.769174136320826e-16,0.3849999999999998
Albania,flood,2000.0,poor,5.267235611512664e-16,0.5660000000000002
Albania,surge,1.0,nonpoor,0.0,0.3849999999999998
Albania,surge,1.0,poor,0.0,0.5660000000000002
Albania,surge,20.0,nonpoor,0.0,0.3849999999999998
Albania,surge,20.0,poor,0.0,0.5660000000000002
Albania,surge,50.0,nonpoor,0.0,0.3849999999999998
Albania,surge,50.0,poor,0.0,0.5660000000000002
Albania,surge,100.0,nonpoor,0.0,0.3849999999999998
Albania,surge,100.0,poor,0.0,0.5660000000000002
Albania,surge,250.0,nonpoor,0.0,0.3849999999999998
Albania,surge,250.0,poor,0.0,0.5660000000000002
Albania,surge,500.0,nonpoor,0.0,0.3849999999999998
Albania,surge,500.0,poor,0.0,0.5660000000000002
